Date,Time,City,Latitude,Longitude,Severity,Weather,Road_Type,Lighting,Traffic_Density,Vehicles_Involved,Cause
2023-12-10,18:47,Hyderabad,17.36883,78.53515,High,Fog,Highway,Dawn/Dusk,High,3,Drunk Driving
2023-03-21,15:56,Chennai,13.11368,80.33744,Low,Overcast,Urban,Daylight,High,2,Speeding
2023-11-12,12:26,Bangalore,12.87814,77.56871,Low,Clear,Urban,Daylight,High,2,Speeding
2023-08-16,16:28,Delhi,28.77519,77.02237,Low,Clear,Urban,Daylight,Medium,1,Signal Violation
2023-12-18,07:23,Hyderabad,17.46534,78.51567,Low,Rain,Urban,Daylight,Low,1,Weather Conditions
2023-02-01,15:25,Bangalore,12.90956,77.51903,Low,Clear,Rural,Daylight,Medium,2,Speeding
2023-08-21,15:05,Delhi,28.73244,77.12193,Low,Rain,Urban,Daylight,Medium,1,Vehicle Breakdown
2023-01-11,08:03,Bangalore,12.92031,77.51978,Medium,Clear,Highway,Daylight,High,1,Speeding
2023-10-17,22:13,Mumbai,19.14196,72.88854,Low,Clear,Urban,Night (Lit),Medium,2,Speeding
2023-10-28,06:13,Delhi,28.66981,77.03201,Low,Clear,Urban,Daylight,High,2,Signal Violation
2023-11-02,17:00,Bangalore,13.04328,77.52354,Low,Clear,Urban,Daylight,Medium,2,Vehicle Breakdown
2023-03-08,17:34,Bangalore,13.0313,77.51659,Medium,Clear,Highway,Daylight,High,3,Weather Conditions
2023-01-14,10:08,Mumbai,19.04765,72.93539,Low,Clear,Urban,Daylight,High,2,Speeding
2023-10-29,20:20,Mumbai,19.01085,72.78818,Low,Rain,Rural,Night (Lit),High,2,Drunk Driving
2023-08-04,10:33,Mumbai,19.12513,72.87295,Low,Overcast,Urban,Daylight,High,2,Signal Violation
2023-07-05,18:32,Hyderabad,17.30681,78.48747,Medium,Rain,Highway,Dawn/Dusk,Low,2,Signal Violation
2023-11-11,19:02,Hyderabad,17.34533,78.51537,Medium,Clear,Highway,Dawn/Dusk,Low,1,Speeding
2023-01-16,22:03,Chennai,13.15216,80.25595,Low,Clear,Urban,Night (Lit),Medium,2,Pothole
2023-02-25,22:31,Chennai,12.9974,80.18686,Medium,Fog,Highway,Night (Lit),High,1,Vehicle Breakdown
2023-11-08,21:09,Mumbai,19.00124,72.90256,Low,Fog,Urban,Night (Lit),High,2,Pothole
2023-10-27,07:35,Bangalore,12.94778,77.61408,Low,Clear,Urban,Daylight,Medium,3,Speeding
2023-05-31,18:29,Hyderabad,17.40609,78.40654,Low,Clear,Urban,Dawn/Dusk,High,2,Vehicle Breakdown
2023-12-26,18:07,Hyderabad,17.42917,78.4297,Low,Clear,Urban,Dawn/Dusk,High,1,Speeding
2023-08-20,14:56,Delhi,28.68686,77.16798,Medium,Clear,Highway,Daylight,Low,2,Vehicle Breakdown
2023-07-24,23:26,Mumbai,19.03851,72.8402,Low,Clear,Urban,Night (Lit),Medium,2,Speeding
2023-05-11,11:23,Delhi,28.74146,77.09735,Medium,Rain,Highway,Daylight,High,2,Speeding
2023-02-16,16:53,Mumbai,18.99465,72.79701,Medium,Overcast,Highway,Daylight,Low,3,Pothole
2023-07-10,11:51,Delhi,28.71537,77.11979,Low,Clear,Urban,Daylight,Low,2,Speeding
2023-10-15,06:35,Bangalore,13.0056,77.57676,Low,Overcast,Urban,Daylight,Medium,2,Pothole
2023-12-07,18:48,Chennai,13.15632,80.31491,Medium,Clear,Highway,Dawn/Dusk,Medium,2,Signal Violation
2023-05-28,11:38,Bangalore,12.94193,77.61018,Low,Clear,Urban,Daylight,Medium,2,Signal Violation
2023-04-19,01:09,Chennai,13.02755,80.19234,Medium,Clear,Highway,Night (Lit),Medium,1,Signal Violation
2023-10-12,17:23,Mumbai,19.12852,72.89252,Medium,Clear,Highway,Daylight,Medium,2,Vehicle Breakdown
2023-08-08,23:54,Hyderabad,17.47991,78.55039,Low,Clear,Urban,Night (Lit),Low,1,Signal Violation
2023-11-11,16:43,Hyderabad,17.29025,78.57252,Low,Clear,Urban,Daylight,Low,2,Drunk Driving
2023-12-22,15:17,Mumbai,19.01208,72.91824,Low,Rain,Urban,Daylight,Medium,2,Vehicle Breakdown
2023-06-08,13:58,Bangalore,12.9418,77.53088,Medium,Clear,Highway,Daylight,High,1,Signal Violation
2023-03-15,22:36,Chennai,12.99662,80.31889,Low,Rain,Urban,Night (Lit),High,2,Weather Conditions
2023-01-16,06:05,Hyderabad,17.32803,78.47067,Low,Clear,Urban,Daylight,Medium,2,Weather Conditions
2023-06-24,04:10,Bangalore,12.93393,77.55948,Medium,Clear,Highway,Night (Lit),High,3,Speeding
2023-10-18,20:38,Mumbai,19.15267,72.80882,Low,Clear,Urban,Night (Lit),Medium,1,Pothole
2023-11-13,10:03,Mumbai,19.03042,72.91009,Low,Rain,Urban,Daylight,Low,1,Drunk Driving
2023-09-06,07:38,Chennai,13.06554,80.21381,Low,Clear,Urban,Daylight,High,2,Pothole
2023-09-20,11:07,Bangalore,12.95758,77.55125,Low,Rain,Urban,Daylight,Low,2,Weather Conditions
2023-12-14,04:37,Chennai,13.08809,80.23238,Medium,Clear,Rural,Night (Unlit),High,2,Pothole
2023-04-23,20:25,Hyderabad,17.29596,78.42758,Medium,Clear,Urban,Night (Unlit),High,1,Vehicle Breakdown
2023-04-19,14:49,Delhi,28.75693,77.06039,Low,Clear,Urban,Daylight,Medium,1,Vehicle Breakdown
2023-03-03,09:00,Chennai,13.1321,80.20584,Medium,Fog,Urban,Daylight,Low,2,Drunk Driving
2023-07-14,21:34,Delhi,28.70415,77.16917,Medium,Clear,Urban,Night (Unlit),High,2,Drunk Driving
2023-07-01,19:04,Chennai,13.15505,80.17916,Medium,Rain,Highway,Dawn/Dusk,High,3,Weather Conditions
2023-01-10,22:29,Mumbai,19.14842,72.89285,Low,Clear,Urban,Night (Lit),Low,1,Signal Violation
2023-10-21,17:25,Chennai,13.0406,80.25171,Low,Rain,Urban,Daylight,High,2,Weather Conditions
2023-06-16,13:10,Hyderabad,17.37702,78.52462,Low,Rain,Urban,Daylight,Medium,2,Weather Conditions
2023-07-05,10:05,Chennai,13.1516,80.21936,Medium,Clear,Highway,Daylight,Medium,3,Signal Violation
2023-10-29,07:25,Hyderabad,17.30073,78.5608,Medium,Fog,Highway,Daylight,Medium,2,Weather Conditions
2023-06-23,18:14,Bangalore,13.02742,77.50988,Low,Clear,Urban,Dawn/Dusk,Low,1,Weather Conditions
2023-11-21,20:07,Hyderabad,17.38699,78.56788,Low,Clear,Rural,Night (Lit),High,2,Speeding
2023-06-28,10:22,Delhi,28.65135,77.03179,Low,Fog,Rural,Daylight,Medium,2,Weather Conditions
2023-04-12,19:11,Hyderabad,17.31557,78.53853,Low,Clear,Urban,Dawn/Dusk,High,2,Drunk Driving
2023-02-08,00:11,Chennai,13.07549,80.28345,Medium,Rain,Highway,Night (Lit),Medium,2,Weather Conditions
2023-10-24,18:28,Hyderabad,17.4136,78.58401,Low,Clear,Urban,Dawn/Dusk,Low,2,Weather Conditions
2023-06-15,19:55,Bangalore,12.90179,77.50826,Low,Clear,Urban,Dawn/Dusk,High,1,Drunk Driving
2023-08-15,05:40,Bangalore,13.03087,77.61288,Low,Rain,Urban,Dawn/Dusk,Medium,2,Pothole
2023-06-30,16:32,Mumbai,19.03808,72.86808,Low,Clear,Urban,Daylight,Low,1,Speeding
2023-01-30,18:23,Bangalore,12.88695,77.66745,Low,Overcast,Rural,Dawn/Dusk,High,2,Pothole
2023-02-16,18:39,Hyderabad,17.38641,78.47924,Low,Clear,Urban,Dawn/Dusk,High,2,Signal Violation
2023-10-11,18:50,Mumbai,19.06595,72.93966,Low,Clear,Urban,Dawn/Dusk,Medium,1,Speeding
2023-11-30,02:12,Bangalore,12.9926,77.59487,High,Clear,Highway,Night (Unlit),Medium,2,Vehicle Breakdown
2023-02-01,15:28,Mumbai,19.13819,72.94518,Medium,Fog,Highway,Daylight,High,2,Signal Violation
2023-02-13,16:32,Delhi,28.61193,77.14402,Low,Clear,Urban,Daylight,Low,2,Drunk Driving
2023-08-13,19:33,Hyderabad,17.40696,78.45948,Low,Clear,Urban,Dawn/Dusk,High,2,Speeding
2023-05-25,19:24,Chennai,13.13759,80.30648,Medium,Clear,Highway,Dawn/Dusk,High,1,Speeding
2023-01-27,12:50,Bangalore,12.88478,77.5135,Medium,Clear,Highway,Daylight,High,2,Signal Violation
2023-12-14,20:24,Bangalore,12.922,77.66491,Medium,Clear,Highway,Night (Lit),Medium,1,Vehicle Breakdown
2023-11-05,17:55,Delhi,28.67077,77.11905,Low,Clear,Urban,Daylight,Medium,2,Speeding
2023-03-14,23:58,Bangalore,12.93365,77.62581,Low,Clear,Urban,Night (Lit),High,2,Speeding
2023-12-06,23:25,Delhi,28.72311,77.1901,Low,Clear,Urban,Night (Lit),High,3,Drunk Driving
2023-06-08,18:35,Chennai,13.1114,80.2364,Medium,Clear,Highway,Dawn/Dusk,Medium,1,Speeding
2023-03-07,21:42,Hyderabad,17.30369,78.52079,Low,Clear,Urban,Night (Lit),Medium,1,Signal Violation
2023-09-18,19:23,Mumbai,19.04852,72.81375,Low,Clear,Urban,Dawn/Dusk,Medium,1,Drunk Driving
2023-04-20,23:21,Chennai,13.0211,80.3707,Medium,Clear,Urban,Night (Unlit),High,2,Pothole
2023-03-21,06:04,Bangalore,13.04049,77.51483,Medium,Fog,Urban,Daylight,Medium,2,Speeding
2023-10-04,11:53,Hyderabad,17.29255,78.45405,Low,Clear,Urban,Daylight,Medium,2,Signal Violation
2023-11-13,11:08,Hyderabad,17.36034,78.41915,Medium,Fog,Urban,Daylight,High,2,Drunk Driving
2023-12-21,23:49,Hyderabad,17.44681,78.41981,Medium,Clear,Urban,Night (Unlit),Low,2,Vehicle Breakdown
2023-08-13,17:02,Chennai,13.05556,80.31462,Low,Rain,Urban,Daylight,Low,2,Weather Conditions
2023-08-16,23:39,Bangalore,13.02208,77.65136,Low,Clear,Urban,Night (Lit),Medium,2,Weather Conditions
2023-04-30,20:34,Delhi,28.66599,77.16422,Medium,Clear,Highway,Night (Lit),High,2,Pothole
2023-08-29,13:57,Delhi,28.67767,77.19193,Medium,Overcast,Highway,Daylight,High,1,Vehicle Breakdown
2023-08-14,11:29,Bangalore,13.02722,77.59518,Medium,Fog,Urban,Daylight,Low,2,Speeding
2023-08-03,18:10,Delhi,28.76435,77.03018,Low,Fog,Urban,Dawn/Dusk,Low,3,Weather Conditions
2023-05-09,15:03,Chennai,13.15752,80.28161,Low,Rain,Urban,Daylight,High,2,Speeding
2023-02-22,15:45,Hyderabad,17.45523,78.44371,Low,Clear,Urban,Daylight,Low,2,Weather Conditions
2023-03-24,22:17,Chennai,13.16376,80.20017,Low,Clear,Urban,Night (Lit),High,2,Signal Violation
2023-08-12,19:05,Delhi,28.76744,77.17943,Low,Clear,Urban,Dawn/Dusk,Medium,2,Drunk Driving
2023-01-14,17:26,Mumbai,19.05529,72.85249,Medium,Clear,Highway,Daylight,High,2,Signal Violation
2023-07-17,08:05,Bangalore,12.91651,77.55834,Low,Clear,Urban,Daylight,Medium,2,Drunk Driving
2023-02-20,19:53,Bangalore,13.02988,77.52212,Low,Clear,Urban,Dawn/Dusk,High,3,Drunk Driving
2023-05-27,18:58,Chennai,13.12191,80.19846,Low,Rain,Urban,Dawn/Dusk,Low,1,Weather Conditions
2023-12-28,10:30,Chennai,13.10577,80.35187,Low,Clear,Urban,Daylight,High,2,Speeding
2023-01-10,19:16,Delhi,28.77109,77.11226,Medium,Clear,Highway,Dawn/Dusk,Medium,2,Speeding
2023-11-08,19:33,Chennai,13.00494,80.22832,Low,Fog,Urban,Dawn/Dusk,High,2,Pothole
2023-06-04,12:07,Mumbai,19.02369,72.90549,Low,Rain,Urban,Daylight,High,2,Speeding
2023-11-15,16:29,Mumbai,18.99817,72.95873,Low,Clear,Urban,Daylight,High,1,Vehicle Breakdown
2023-11-02,15:34,Mumbai,19.10239,72.89271,Low,Rain,Rural,Daylight,Low,2,Drunk Driving
2023-03-15,13:18,Chennai,12.98301,80.24126,Low,Rain,Urban,Daylight,High,3,Speeding
2023-10-20,19:26,Delhi,28.73697,77.01962,Medium,Fog,Highway,Dawn/Dusk,Medium,1,Signal Violation
2023-07-04,19:04,Hyderabad,17.39382,78.54398,Medium,Clear,Highway,Dawn/Dusk,Medium,2,Speeding
2023-09-17,13:35,Mumbai,19.05409,72.87173,Medium,Clear,Highway,Daylight,Medium,1,Signal Violation
2023-11-22,22:24,Bangalore,12.92233,77.49785,Medium,Clear,Urban,Night (Unlit),High,1,Speeding
2023-02-04,11:22,Delhi,28.75069,77.12815,Low,Clear,Urban,Daylight,High,2,Vehicle Breakdown
2023-10-25,17:47,Bangalore,12.89828,77.56506,Medium,Fog,Urban,Daylight,Low,1,Speeding
2023-06-23,22:52,Delhi,28.77018,77.13944,Low,Fog,Urban,Night (Lit),High,2,Weather Conditions
2023-12-23,13:30,Delhi,28.7664,77.01512,Low,Rain,Urban,Daylight,Medium,2,Signal Violation
2023-08-23,18:02,Bangalore,12.91192,77.65282,Low,Clear,Urban,Dawn/Dusk,High,2,Speeding
2023-01-22,08:20,Bangalore,12.97468,77.69242,Low,Clear,Urban,Daylight,Medium,2,Vehicle Breakdown
2023-10-06,20:30,Bangalore,12.87892,77.62398,Medium,Clear,Highway,Night (Lit),High,2,Speeding
2023-05-27,04:22,Mumbai,19.14916,72.84408,Low,Overcast,Urban,Night (Lit),Medium,1,Drunk Driving
2023-03-05,18:51,Bangalore,12.95899,77.5746,Low,Clear,Urban,Dawn/Dusk,Medium,1,Speeding
2023-08-14,11:57,Chennai,13.05051,80.20806,Low,Clear,Urban,Daylight,Low,2,Signal Violation
2023-12-21,17:31,Bangalore,13.05646,77.59846,Low,Overcast,Urban,Daylight,Medium,2,Speeding
2023-02-12,08:46,Chennai,12.99849,80.29119,Low,Clear,Urban,Daylight,Medium,2,Drunk Driving
2023-04-03,23:34,Bangalore,12.93584,77.51061,Low,Clear,Urban,Night (Lit),Medium,3,Drunk Driving
2023-12-05,19:18,Bangalore,12.96078,77.63813,Low,Clear,Urban,Dawn/Dusk,High,2,Vehicle Breakdown
2023-03-27,00:44,Chennai,13.05301,80.17917,Medium,Clear,Highway,Night (Lit),Low,2,Pothole
2023-06-30,08:39,Chennai,13.03761,80.36671,Low,Clear,Urban,Daylight,Medium,2,Speeding
2023-01-30,20:04,Chennai,13.05536,80.33092,Low,Clear,Rural,Night (Lit),Low,2,Pothole
2023-12-14,14:10,Mumbai,19.00456,72.89921,Low,Clear,Urban,Daylight,Medium,2,Vehicle Breakdown
2023-08-13,21:02,Delhi,28.61755,77.1582,High,Overcast,Highway,Night (Unlit),Low,2,Weather Conditions
2023-07-07,01:23,Chennai,13.17259,80.17718,Low,Clear,Urban,Night (Lit),Medium,1,Speeding
2023-03-20,17:43,Chennai,13.17246,80.2451,Low,Rain,Urban,Daylight,Medium,2,Signal Violation
2023-02-09,15:36,Delhi,28.70999,77.08211,Low,Clear,Urban,Daylight,High,2,Signal Violation
2023-11-29,20:17,Delhi,28.7962,77.00768,Medium,Overcast,Urban,Night (Unlit),High,2,Speeding
2023-04-06,14:31,Hyderabad,17.3624,78.49903,Low,Rain,Urban,Daylight,High,1,Weather Conditions
2023-05-15,15:49,Bangalore,13.01241,77.53751,Medium,Fog,Urban,Daylight,Low,1,Speeding
2023-11-10,18:18,Chennai,13.02274,80.19785,Medium,Clear,Highway,Dawn/Dusk,High,2,Drunk Driving
2023-02-07,19:28,Delhi,28.78384,77.09152,Medium,Clear,Highway,Dawn/Dusk,High,2,Vehicle Breakdown
2023-02-14,19:51,Bangalore,13.00517,77.63651,Medium,Clear,Highway,Dawn/Dusk,Low,3,Weather Conditions
2023-10-09,14:34,Bangalore,13.04987,77.66487,Low,Clear,Urban,Daylight,Low,1,Speeding
2023-12-31,20:45,Delhi,28.76284,77.10425,Medium,Overcast,Highway,Night (Lit),Medium,2,Vehicle Breakdown
2023-03-04,21:12,Delhi,28.65145,77.1013,Medium,Overcast,Highway,Night (Lit),High,2,Vehicle Breakdown
2023-07-04,14:35,Hyderabad,17.35878,78.54743,Medium,Clear,Highway,Daylight,Medium,2,Weather Conditions
2023-10-10,20:08,Hyderabad,17.46185,78.39985,High,Clear,Highway,Night (Unlit),Medium,2,Speeding
2023-07-23,14:45,Chennai,13.08784,80.32453,Low,Overcast,Urban,Daylight,Medium,2,Speeding
2023-10-22,09:04,Delhi,28.79858,77.13097,Low,Rain,Urban,Daylight,Medium,3,Weather Conditions
2023-08-19,21:29,Hyderabad,17.3539,78.56229,Medium,Rain,Highway,Night (Lit),Medium,1,Weather Conditions
2023-10-10,16:40,Hyderabad,17.32139,78.57995,Low,Clear,Rural,Daylight,Medium,2,Vehicle Breakdown
2023-08-10,17:32,Mumbai,19.14228,72.88132,Low,Clear,Urban,Daylight,High,2,Speeding
2023-06-05,12:10,Delhi,28.66863,77.14437,Medium,Overcast,Highway,Daylight,High,3,Drunk Driving
2023-06-27,16:33,Bangalore,13.04079,77.54472,Low,Clear,Urban,Daylight,High,1,Speeding
2023-11-22,20:35,Bangalore,12.89663,77.55516,Low,Clear,Urban,Night (Lit),Medium,3,Signal Violation
2023-10-01,15:05,Hyderabad,17.4132,78.50506,Low,Rain,Urban,Daylight,High,1,Vehicle Breakdown
2023-10-25,08:09,Delhi,28.73585,77.14663,Low,Clear,Urban,Daylight,High,1,Signal Violation
2023-11-06,21:21,Hyderabad,17.29324,78.55946,Low,Rain,Rural,Night (Lit),Medium,2,Speeding
2023-02-11,19:02,Hyderabad,17.33793,78.42886,Medium,Rain,Highway,Dawn/Dusk,High,2,Drunk Driving
2023-10-20,20:26,Hyderabad,17.4128,78.48631,Medium,Overcast,Highway,Night (Lit),Medium,2,Vehicle Breakdown
2023-11-18,21:34,Bangalore,12.99998,77.55502,Low,Rain,Urban,Night (Lit),Low,1,Pothole
2023-05-06,20:51,Chennai,13.04219,80.18529,Medium,Rain,Urban,Night (Unlit),High,1,Weather Conditions
2023-01-31,16:10,Chennai,13.06582,80.26359,Low,Clear,Urban,Daylight,Low,2,Speeding
2023-06-24,08:38,Delhi,28.66662,77.14617,Medium,Overcast,Highway,Daylight,High,2,Vehicle Breakdown
2023-06-26,13:25,Delhi,28.75623,77.1055,Low,Clear,Urban,Daylight,Low,1,Signal Violation
2023-02-24,06:20,Delhi,28.69739,77.05599,Medium,Clear,Highway,Daylight,Medium,2,Speeding
2023-05-07,22:09,Mumbai,18.98612,72.96678,Low,Clear,Urban,Night (Lit),High,2,Speeding
2023-11-12,23:26,Delhi,28.79664,77.18296,Medium,Rain,Highway,Night (Lit),Medium,2,Signal Violation
2023-06-17,16:59,Hyderabad,17.42923,78.42467,Medium,Rain,Highway,Daylight,Medium,1,Weather Conditions
2023-03-23,19:31,Hyderabad,17.37836,78.56252,Low,Fog,Urban,Dawn/Dusk,High,1,Weather Conditions
2023-09-12,20:01,Mumbai,19.16505,72.87879,Medium,Clear,Highway,Night (Lit),Medium,1,Pothole
2023-05-04,20:13,Hyderabad,17.35558,78.39681,Medium,Clear,Highway,Night (Lit),Low,2,Speeding
2023-09-11,06:38,Chennai,13.03985,80.17234,Medium,Clear,Highway,Daylight,High,2,Signal Violation
2023-02-25,08:27,Delhi,28.78059,77.148,Low,Clear,Urban,Daylight,Medium,2,Speeding
2023-07-26,22:23,Mumbai,19.05612,72.89176,Low,Clear,Rural,Night (Lit),High,2,Speeding
2023-04-10,17:23,Hyderabad,17.34272,78.46397,Low,Rain,Urban,Daylight,Medium,1,Speeding
2023-08-19,19:48,Hyderabad,17.34094,78.58452,Low,Overcast,Urban,Dawn/Dusk,High,2,Vehicle Breakdown
2023-12-15,13:39,Mumbai,19.00173,72.79704,Low,Rain,Urban,Daylight,Low,2,Speeding
2023-07-11,23:50,Bangalore,12.98317,77.56772,Medium,Clear,Highway,Night (Lit),Medium,2,Speeding
2023-03-15,05:12,Hyderabad,17.38682,78.48672,Low,Clear,Urban,Dawn/Dusk,High,1,Signal Violation
2023-01-24,19:02,Delhi,28.74682,77.16329,Medium,Fog,Highway,Dawn/Dusk,Medium,2,Weather Conditions
2023-09-23,13:29,Delhi,28.72535,77.1056,Low,Rain,Urban,Daylight,Low,2,Weather Conditions
2023-06-17,15:59,Hyderabad,17.34871,78.46529,Low,Clear,Urban,Daylight,High,2,Speeding
2023-11-12,05:47,Bangalore,12.99034,77.59606,Medium,Clear,Highway,Dawn/Dusk,Low,1,Signal Violation
2023-09-18,14:34,Chennai,13.12445,80.23066,Medium,Clear,Highway,Daylight,Medium,2,Drunk Driving
2023-01-09,15:23,Bangalore,13.00636,77.69058,Medium,Clear,Highway,Daylight,Medium,3,Drunk Driving
2023-10-26,17:19,Mumbai,19.09538,72.83081,Low,Clear,Urban,Daylight,High,2,Signal Violation
2023-12-02,23:50,Hyderabad,17.40053,78.53098,Low,Rain,Urban,Night (Lit),Low,1,Speeding
2023-10-26,01:30,Delhi,28.70895,77.14674,Low,Clear,Urban,Night (Lit),High,1,Speeding
2023-07-14,13:09,Delhi,28.61041,77.19214,Low,Overcast,Urban,Daylight,High,2,Speeding
2023-02-26,20:12,Mumbai,19.06421,72.86146,Medium,Clear,Urban,Night (Unlit),Medium,1,Speeding
2023-07-31,12:44,Delhi,28.68618,77.15749,Low,Rain,Urban,Daylight,Medium,3,Speeding
2023-08-30,22:55,Mumbai,19.11716,72.88144,Medium,Clear,Rural,Night (Unlit),High,2,Speeding
2023-10-15,11:20,Chennai,13.0878,80.23345,Low,Clear,Urban,Daylight,Low,2,Signal Violation
2023-03-30,10:29,Hyderabad,17.35347,78.45756,Low,Rain,Urban,Daylight,High,1,Weather Conditions
2023-12-15,14:41,Bangalore,12.99362,77.53305,Low,Clear,Urban,Daylight,High,2,Signal Violation
2023-05-07,06:17,Hyderabad,17.3447,78.575,Low,Clear,Urban,Daylight,Low,1,Drunk Driving
2023-06-02,23:49,Bangalore,13.01258,77.63265,Low,Clear,Urban,Night (Lit),Medium,1,Speeding
2023-09-08,20:20,Chennai,13.05246,80.35744,Medium,Clear,Highway,Night (Lit),Medium,2,Speeding
2023-05-21,11:18,Mumbai,19.0907,72.88634,Low,Fog,Rural,Daylight,Low,2,Pothole
2023-07-22,12:52,Bangalore,13.06252,77.65552,Low,Clear,Rural,Daylight,High,2,Vehicle Breakdown
2023-05-29,23:02,Bangalore,13.06266,77.51041,Low,Clear,Urban,Night (Lit),Medium,2,Speeding
2023-08-15,23:41,Bangalore,13.02107,77.5374,Low,Overcast,Rural,Night (Lit),High,2,Vehicle Breakdown
2023-10-03,23:17,Hyderabad,17.42423,78.41415,Medium,Clear,Urban,Night (Unlit),Low,2,Speeding
2023-11-12,19:47,Hyderabad,17.33286,78.39685,Low,Clear,Urban,Dawn/Dusk,Low,1,Drunk Driving
2023-09-29,00:14,Delhi,28.6146,77.08516,Low,Clear,Urban,Night (Lit),High,2,Speeding
2023-08-30,21:06,Delhi,28.60514,77.11257,High,Clear,Highway,Night (Unlit),Low,3,Drunk Driving
2023-03-22,08:26,Chennai,13.07819,80.21059,Low,Clear,Rural,Daylight,Medium,1,Vehicle Breakdown
2023-05-28,20:20,Bangalore,13.00078,77.67619,Low,Rain,Rural,Night (Lit),Medium,2,Vehicle Breakdown
2023-02-15,14:41,Hyderabad,17.33144,78.53444,Low,Clear,Urban,Daylight,High,2,Speeding
2023-01-20,12:58,Delhi,28.68768,77.17002,Medium,Overcast,Highway,Daylight,Low,1,Weather Conditions
2023-01-19,03:53,Chennai,13.14029,80.20796,Medium,Fog,Highway,Night (Lit),Low,2,Vehicle Breakdown
2023-05-29,15:56,Mumbai,18.97785,72.89129,Low,Clear,Urban,Daylight,Medium,2,Speeding
2023-02-24,22:59,Bangalore,12.92851,77.69242,Medium,Clear,Urban,Night (Unlit),High,2,Drunk Driving
2023-10-06,11:33,Chennai,13.16055,80.19754,Low,Clear,Urban,Daylight,Medium,1,Signal Violation
2023-09-16,06:29,Bangalore,12.91016,77.51713,Low,Overcast,Urban,Daylight,Low,2,Drunk Driving
2023-03-25,21:46,Chennai,13.11236,80.31442,Low,Rain,Urban,Night (Lit),High,2,Speeding
2023-01-08,17:47,Bangalore,13.02975,77.60816,Medium,Clear,Highway,Daylight,Medium,2,Speeding
2023-04-09,00:11,Hyderabad,17.45623,78.56611,Low,Clear,Rural,Night (Lit),Medium,2,Speeding
2023-08-07,13:32,Bangalore,12.88895,77.62845,Low,Clear,Urban,Daylight,Medium,1,Vehicle Breakdown
2023-04-05,19:08,Chennai,13.04742,80.22031,Low,Fog,Urban,Dawn/Dusk,High,2,Weather Conditions
2023-05-14,19:24,Delhi,28.69345,77.0559,Low,Clear,Urban,Dawn/Dusk,High,2,Vehicle Breakdown
2023-06-18,23:19,Hyderabad,17.42958,78.38899,Medium,Clear,Urban,Night (Unlit),Medium,2,Speeding
2023-12-01,19:23,Delhi,28.61652,77.02614,Low,Rain,Urban,Dawn/Dusk,Low,1,Vehicle Breakdown
2023-06-07,12:10,Chennai,13.11991,80.35532,Low,Clear,Urban,Daylight,High,1,Signal Violation
2023-12-27,17:49,Bangalore,13.00966,77.62234,Low,Clear,Rural,Daylight,Medium,2,Signal Violation
2023-06-01,19:23,Hyderabad,17.32917,78.57817,Low,Overcast,Urban,Dawn/Dusk,Medium,2,Signal Violation
2023-09-02,12:09,Chennai,13.13225,80.29185,Low,Clear,Urban,Daylight,High,3,Speeding
2023-08-01,21:44,Hyderabad,17.46756,78.53817,Medium,Clear,Rural,Night (Unlit),High,2,Drunk Driving
2023-12-07,10:52,Delhi,28.75647,77.13857,Low,Rain,Urban,Daylight,High,2,Speeding
2023-11-02,01:55,Mumbai,19.0811,72.88333,High,Clear,Highway,Night (Unlit),High,4,Signal Violation
2023-07-05,17:04,Hyderabad,17.30744,78.55245,Low,Clear,Urban,Daylight,High,2,Signal Violation
2023-09-16,10:12,Hyderabad,17.39233,78.41961,Low,Clear,Urban,Daylight,High,2,Speeding
2023-09-24,10:28,Mumbai,19.11206,72.92108,Low,Clear,Urban,Daylight,Medium,2,Pothole
2023-09-08,12:05,Hyderabad,17.3741,78.39783,Low,Clear,Urban,Daylight,High,1,Vehicle Breakdown
2023-03-09,19:32,Chennai,13.07406,80.18225,Medium,Clear,Highway,Dawn/Dusk,Low,2,Speeding
2023-08-25,18:43,Bangalore,13.01626,77.57379,Low,Rain,Urban,Dawn/Dusk,Medium,2,Speeding
2023-01-02,12:47,Delhi,28.71976,77.01156,Low,Rain,Urban,Daylight,Medium,2,Speeding
2023-06-26,22:44,Mumbai,19.08423,72.78975,Medium,Rain,Highway,Night (Lit),High,2,Weather Conditions
2023-02-05,08:59,Chennai,12.98905,80.25247,Low,Clear,Urban,Daylight,Medium,1,Vehicle Breakdown
2023-03-11,17:49,Chennai,13.05759,80.34897,Medium,Overcast,Highway,Daylight,Low,2,Drunk Driving
2023-08-18,19:55,Chennai,13.05783,80.30725,Low,Clear,Urban,Dawn/Dusk,Medium,1,Speeding
2023-12-05,16:55,Hyderabad,17.3116,78.55876,Low,Clear,Urban,Daylight,Medium,2,Vehicle Breakdown
2023-03-02,06:11,Hyderabad,17.36361,78.41217,Medium,Overcast,Highway,Daylight,Low,2,Speeding
2023-04-25,18:53,Mumbai,19.12724,72.9734,Medium,Clear,Highway,Dawn/Dusk,High,1,Vehicle Breakdown
2023-08-26,19:43,Hyderabad,17.36983,78.46256,Low,Rain,Urban,Dawn/Dusk,High,2,Drunk Driving
2023-04-28,21:15,Chennai,13.05193,80.22583,Medium,Clear,Rural,Night (Unlit),Low,2,Signal Violation
